data;vendas_historicas
2024-03-22;103001.8
2024-03-23;21273.4
2024-03-24;6824.9
2024-03-25;62100.0
2024-03-26;97791.4
2024-03-27;443603.4
2024-03-28;7451.0
2024-03-29;0.0
2024-03-30;9649.0
2024-03-31;0.0
2024-04-01;675.6
2024-04-02;150247.0
2024-04-03;826300.76
2024-04-04;116156.9
2024-04-05;1416419.64
2024-04-06;69118.0
2024-04-07;205166.0
2024-04-08;15422.0
2024-04-09;120012.4
2024-04-10;6620.9
2024-04-11;11669.4
2024-04-12;26337.4
2024-04-13;26756.6
2024-04-14;20556.1
2024-04-15;54798.9
2024-04-16;2976.4
2024-04-17;84405.1
2024-04-18;221923.8
2024-04-19;1807507.98
2024-04-20;18443.2
2024-04-21;761.0
2024-04-22;128409.0
2024-04-23;201863.2
2024-04-24;143435.3
2024-04-25;53902.8
2024-04-26;409284.76
2024-04-27;190593.2
2024-04-28;1046.5
2024-04-29;85620.9
2024-04-30;130056.3
2024-05-01;12508.0
2024-05-02;101676.2
2024-05-03;133365.0
2024-05-04;104788.3
2024-05-05;22152.3
2024-05-06;128273.2
2024-05-07;369726.0
2024-05-08;337519.2
2024-05-09;3333339.22
2024-05-10;579325.6
2024-05-11;616251.7
2024-05-12;6916.2
2024-05-13;47105.0
2024-05-14;243291.3
2024-05-15;135.2
2024-05-16;75000.5
2024-05-17;236114.84
2024-05-18;55619.0
2024-05-19;11380.3
2024-05-20;353361.9
2024-05-21;112573.8
2024-05-22;141530.8
2024-05-23;6755.4
2024-05-24;106267.7
2024-05-25;29805.9
2024-05-26;3269.4
2024-05-27;158620.2
2024-05-28;92308.8
2024-05-29;29231.1
2024-05-30;15705.1
2024-05-31;72579.3
2024-06-01;36639.2
2024-06-02;20301.4
2024-06-03;219681.6
2024-06-04;21940.2
2024-06-05;475995.2
2024-06-06;103237.5
2024-06-07;1637320.68
2024-06-08;84966.5
2024-06-09;18530.0
2024-06-10;35720.2
2024-06-11;297509.2
2024-06-12;260247.6
2024-06-13;32601.4
2024-06-14;165661.6
2024-06-15;518407.9
2024-06-16;10716.0
2024-06-17;16635.0
2024-06-18;112595.2
2024-06-19;582604.5
2024-06-20;36550.6
2024-06-21;22451.8
2024-06-22;170324.2
2024-06-23;6256.9
2024-06-24;266455.2
2024-06-25;22692.9
2024-06-26;24773.6
2024-06-27;16180.1
2024-06-28;368586.85
2024-06-29;100347.0
2024-06-30;137375.2
2024-07-01;17270.5
2024-07-02;169277.3
2024-07-03;36786.1
2024-07-04;377858.2
2024-07-05;1561576.2
2024-07-06;117528.8
2024-07-07;49409.0
2024-07-08;159238.2
2024-07-09;307708.1
2024-07-10;372764.2
2024-07-11;8577.2
2024-07-12;29323.9
2024-07-13;18663.3
2024-07-14;4241.0
2024-07-15;24185.0
2024-07-16;121014.8
2024-07-17;90532.2
2024-07-18;84955.9
2024-07-19;71825.6
2024-07-20;169082.5
2024-07-21;8125.2
2024-07-22;86504.3
2024-07-23;312644.6
2024-07-24;42045.8
2024-07-25;164278.05
2024-07-26;5230.4
2024-07-27;186721.6
2024-07-28;123385.0
2024-07-29;31268.5
2024-07-30;30374.5
2024-07-31;176424.42
2024-08-01;84443.0
2024-08-02;610739.7
2024-08-03;47517.4
2024-08-04;2850.6
2024-08-05;1777426.6
2024-08-06;39016.4
2024-08-07;259021.2
2024-08-08;119801.85
2024-08-09;87493.4
2024-08-10;151387.85
2024-08-11;105792.2
2024-08-12;208834.2
2024-08-13;1328888.0
2024-08-14;71091.7
2024-08-15;39570.0
2024-08-16;39930.3
2024-08-17;26830.7
2024-08-18;5505.2
2024-08-19;47579.1
2024-08-20;12860.2
2024-08-21;311565.3
2024-08-22;74445.6
2024-08-23;49192.4
2024-08-24;37275.2
2024-08-25;135.2
2024-08-26;16325.8
2024-08-27;96351.6
2024-08-28;15553.0
2024-08-29;326267.9
2024-08-30;293307.3
2024-08-31;37084.32
2024-09-01;20552.0
2024-09-02;8956.99
2024-09-03;64276.9
2024-09-04;289081.5
2024-09-05;2647907.1
2024-09-06;113682.6
2024-09-07;68640.4
2024-09-08;270.4
2024-09-09;85806.0
2024-09-10;323169.6
2024-09-11;796381.7
2024-09-12;106141.4
2024-09-13;135186.6
2024-09-14;64961.9
2024-09-15;1738.0
2024-09-16;27996.2
2024-09-17;177558.6
2024-09-18;40051.0
2024-09-19;72340.2
2024-09-20;90541.7
2024-09-21;13734.6
2024-09-22;25878.6
2024-09-23;74595.2
2024-09-24;75768.3
2024-09-25;702744.19
2024-09-26;192725.0
2024-09-27;566979.3
2024-09-28;22650.8
2024-09-29;5135.2
2024-09-30;228206.3
2024-10-01;20202.0
2024-10-02;55196.6
2024-10-03;3992938.04
2024-10-04;38440.8
2024-10-05;15801.4
2024-10-06;135.2
2024-10-07;326411.94
2024-10-08;407998.8
2024-10-09;336754.4
2024-10-10;20314.3
2024-10-11;167368.4
2024-10-12;423788.3
2024-10-13;191.0
2024-10-14;480814.8
2024-10-15;85290.4
2024-10-16;306986.5
2024-10-17;21978.7
2024-10-18;186831.0
2024-10-19;12115.8
2024-10-20;10780.0
2024-10-21;239825.0
2024-10-22;171153.6
2024-10-23;427808.2
2024-10-24;847618.9
2024-10-25;12525.1
2024-10-26;248873.2
2024-10-27;93600.25
2024-10-28;44236.75
2024-10-29;79600.65
2024-10-30;33804.2
2024-10-31;55741.0
2024-11-01;122771.0
2024-11-02;7986.95
2024-11-03;42925.2
2024-11-04;171991.3
2024-11-05;162301.65
2024-11-06;34857.9
2024-11-07;178111.46
2024-11-08;596085.15
2024-11-09;228163.3
2024-11-10;22071.8
2024-11-11;524485.6
2024-11-12;49566.0
2024-11-13;5170118.25
2024-11-14;48104.2
2024-11-15;38433.15
2024-11-16;64293.45
2024-11-17;18507.0
2024-11-18;170606.1
2024-11-19;382313.7
2024-11-20;252369.2
2024-11-21;266712.15
2024-11-22;129785.6
2024-11-23;50231.6
2024-11-24;20651.6
2024-11-25;94105.6
2024-11-26;137610.9
2024-11-27;614732.2
2024-11-28;519848.37
2024-11-29;4192057.2
2024-11-30;356721.0
2024-12-01;31280.75
2024-12-02;156739.0
2024-12-03;447933.2
2024-12-04;119275.0
2024-12-05;62122.3
2024-12-06;522357.17
2024-12-07;193590.5
2024-12-08;6075.0
2024-12-09;2575719.25
2024-12-10;43730.4
2024-12-11;441326.25
2024-12-12;20748.2
2024-12-13;589729.6
2024-12-14;273344.5
2024-12-15;237369.0
2024-12-16;475539.83
2024-12-17;262165.5
2024-12-18;652029.7
2024-12-19;349781.65
2024-12-20;440859.1
2024-12-21;268728.0
2024-12-22;69986.0
2024-12-23;1390841.25
2024-12-24;68700.4
2024-12-25;0.0
2024-12-26;554259.8
2024-12-27;653309.1
2024-12-28;386646.5
2024-12-29;121690.1
2024-12-30;501973.1
2024-12-31;7280.8
2025-01-01;0.0
2025-01-02;46980.2
2025-01-03;19196.2
2025-01-04;59167.0
2025-01-05;13852.0
2025-01-06;138055.5
2025-01-07;32532.5
2025-01-08;27890.4
2025-01-09;231557.5
2025-01-10;118560.4
2025-01-11;5465.1
2025-01-12;55.0
2025-01-13;16899.4
2025-01-14;3351.4
2025-01-15;1423042.0
2025-01-16;155630.2
2025-01-17;13935.6
2025-01-18;383372.0
2025-01-19;55990.5
2025-01-20;7625.6
2025-01-21;493378.4
2025-01-22;78608.0
2025-01-23;245151.1
2025-01-24;87394.7
2025-01-25;33450.05
2025-01-26;15935.4
2025-01-27;132552.1
2025-01-28;24427.8
2025-01-29;27661.2
2025-01-30;17927.3
2025-01-31;791475.24
2025-02-01;27483.5
2025-02-02;25708.4
2025-02-03;7992.0
2025-02-04;174244.3
2025-02-05;21233.8
2025-02-06;1820977.8
2025-02-07;131928.0
2025-02-08;25718.0
2025-02-09;17256.4
2025-02-10;43667.5
2025-02-11;65997.5
2025-02-12;132308.4
2025-02-13;223865.1
2025-02-14;101135.8
2025-02-15;1996.1
2025-02-16;21041.2
2025-02-17;760040.41
2025-02-18;109192.0
2025-02-19;36347.4
2025-02-20;125396.6
2025-02-21;490770.6
2025-02-22;295823.1
2025-02-23;3465.0
2025-02-24;217898.72
2025-02-25;218012.14
2025-02-26;255383.4
2025-02-27;558120.6
2025-02-28;163205.08
2025-03-01;140001.0
2025-03-02;3049.4
2025-03-03;373564.7
2025-03-04;0.0
2025-03-05;152538.21
2025-03-06;120272.8
2025-03-07;17363.1
2025-03-08;193735.0
2025-03-09;75891.8
2025-03-10;21241.42
2025-03-11;27658.0
2025-03-12;2157422.96
2025-03-13;259285.66
2025-03-14;100317.14
2025-03-15;16868.0
2025-03-16;158116.0
2025-03-17;754962.4
2025-03-18;129655.2
2025-03-19;142910.4
2025-03-20;356020.9
2025-03-21;705623.5
2025-03-22;139240.0
2025-03-23;11443.2
2025-03-24;411877.65
2025-03-25;151005.7
2025-03-26;33750.0
2025-03-27;288136.7
2025-03-28;296689.5
2025-03-29;434991.0
2025-03-30;5079.9
2025-03-31;77983.8
2025-04-01;20399.3
2025-04-02;360770.6
2025-04-03;171427.1
2025-04-04;6345.9
2025-04-05;203508.3
2025-04-06;4575.0
2025-04-07;1756385.0
2025-04-08;17993.4
2025-04-09;91899.2
2025-04-10;306951.52
2025-04-11;437078.5
2025-04-12;43976.8
2025-04-13;13312.8
2025-04-14;17460.9
2025-04-15;41445.8
2025-04-16;11870.0
2025-04-17;469993.7
2025-04-18;0.0
2025-04-19;131195.2
2025-04-20;2992.0
2025-04-21;31826.9
2025-04-22;226624.8
2025-04-23;9244.1
2025-04-24;344420.5
2025-04-25;135214.4
2025-04-26;8101.0
2025-04-27;24397.0
2025-04-28;156669.1
2025-04-29;148842.4
2025-04-30;254485.1
2025-05-01;83784.5
2025-05-02;61399.8
2025-05-03;72228.7
2025-05-04;61460.0
2025-05-05;7171.1
2025-05-06;326591.3
2025-05-07;2448570.3
2025-05-08;85005.0
2025-05-09;69579.1
2025-05-10;261192.2
2025-05-11;32980.0
2025-05-12;116943.5
2025-05-13;12080.0
2025-05-14;39433.5
2025-05-15;37164.1
2025-05-16;138697.0
2025-05-17;881874.17
2025-05-18;14470.0
2025-05-19;177463.9
2025-05-20;40577.5
2025-05-21;301210.0
2025-05-22;133988.6
2025-05-23;184898.4
2025-05-24;394597.8
2025-05-25;15226.0
2025-05-26;15003.3
2025-05-27;722624.08
2025-05-28;402123.7
2025-05-29;72520.2
2025-05-30;179004.54
2025-05-31;188254.4
2025-06-01;7070.7
2025-06-02;378855.0
2025-06-03;20922.6
2025-06-04;14616.6
2025-06-05;81574.0
2025-06-06;106382.0
2025-06-07;49346.5
2025-06-08;118940.4
2025-06-09;19540.3
2025-06-10;3034836.6
2025-06-11;355019.9
2025-06-12;437207.9
2025-06-13;328443.0
2025-06-14;10272.9
2025-06-15;14049.4
2025-06-16;19420.5
2025-06-17;126720.0
2025-06-18;48726.0
2025-06-19;113314.5
2025-06-20;168262.1
2025-06-21;2283.4
2025-06-22;1088.0
2025-06-23;21274.4
2025-06-24;225444.2
2025-06-25;324198.9
2025-06-26;89598.08
2025-06-27;203219.0
2025-06-28;26485.0
2025-06-29;9500.0
2025-06-30;86006.0
2025-07-01;257709.4
2025-07-02;65653.0
2025-07-03;785773.5
2025-07-04;195005.2
2025-07-05;4291.2
2025-07-06;241341.9
2025-07-07;2879037.4
2025-07-08;13595.7
2025-07-09;1052688.0
2025-07-10;294290.42
2025-07-11;820264.8
2025-07-12;6485.0
2025-07-13;336018.0
2025-07-14;212601.66
2025-07-15;464026.91
2025-07-16;16998.5
2025-07-17;47802.0
2025-07-18;322413.3
2025-07-19;136257.3
2025-07-20;16878.0
2025-07-21;1051597.95
2025-07-22;20547.3
2025-07-23;194722.9
2025-07-24;12426.0
2025-07-25;518529.2
2025-07-26;15519.1
2025-07-27;6000.0
2025-07-28;227154.01
2025-07-29;118880.8
2025-07-30;37627.9
2025-07-31;821393.98
2025-08-01;119029.38
2025-08-02;31136.3
2025-08-03;3253.4
2025-08-04;35199.8
2025-08-05;18397.48
2025-08-06;303885.58
2025-08-07;56057.43
2025-08-08;2344383.34
2025-08-09;381732.6
2025-08-10;4019.6
2025-08-11;5780.6
2025-08-12;316748.7
2025-08-13;647601.83
2025-08-14;412824.6
2025-08-15;395603.5
2025-08-16;52600.0
2025-08-17;2120.8
2025-08-18;9749.94
2025-08-19;59750.2
2025-08-20;86666.8
2025-08-21;0.0
2025-08-22;476950.8
2025-08-23;100919.5
2025-08-24;36262.0
2025-08-25;9247.1
2025-08-26;106733.5
2025-08-27;386479.07
2025-08-28;168571.98
2025-08-29;591887.89
2025-08-30;281845.6
2025-08-31;1300.0
2025-09-01;2610701.11
2025-09-02;132266.17
2025-09-03;729964.5
2025-09-04;233374.48
2025-09-05;29887.1
2025-09-06;36650.0
2025-09-07;2225.0
2025-09-08;856179.47
2025-09-09;311951.5
2025-09-10;97498.07
2025-09-11;408087.13
2025-09-12;96152.64
2025-09-13;48457.0
2025-09-14;23250.0
2025-09-15;9660.0
2025-09-16;125282.9
2025-09-17;87696.0
2025-09-18;701114.3
2025-09-19;113604.9
2025-09-20;17048.5
2025-09-21;0.0
2025-09-22;14950.0
2025-09-23;355559.0
2025-09-24;532170.94
2025-09-25;677511.69
2025-09-26;185625.6
2025-09-27;433628.7
