data;volume_historico
2024-05-21;5030.0
2024-05-22;868.0
2024-05-23;1323.0
2024-05-24;457.0
2024-05-25;
2024-05-26;
2024-05-27;5231.399999999998
2024-05-28;135.0
2024-05-29;252.0
2024-05-30;
2024-05-31;104.0
2024-06-01;
2024-06-02;
2024-06-03;59.0
2024-06-04;120.0
2024-06-05;485.0
2024-06-06;1896.0
2024-06-07;615.0
2024-06-08;
2024-06-09;
2024-06-10;207.0
2024-06-11;5231.399999999998
2024-06-12;458.0
2024-06-13;452.0
2024-06-14;5231.399999999998
2024-06-15;
2024-06-16;
2024-06-17;5231.399999999998
2024-06-18;21.0
2024-06-19;395.0
2024-06-20;298.0
2024-06-21;92.0
2024-06-22;
2024-06-23;
2024-06-24;1617.0
2024-06-25;1281.0
2024-06-26;50.0
2024-06-27;5231.399999999998
2024-06-28;-82.0
2024-06-29;
2024-06-30;
2024-07-01;5231.399999999998
2024-07-02;286.0
2024-07-03;27.0
2024-07-04;1557.0
2024-07-05;154.0
2024-07-06;
2024-07-07;
2024-07-08;5231.399999999998
2024-07-09;
2024-07-10;786.0
2024-07-11;5231.399999999998
2024-07-12;98.0
2024-07-13;
2024-07-14;
2024-07-15;2351.0
2024-07-16;90.0
2024-07-17;461.0
2024-07-18;110.0
2024-07-19;39.0
2024-07-20;
2024-07-21;
2024-07-22;146.0
2024-07-23;126.0
2024-07-24;36.0
2024-07-25;370.0
2024-07-26;408.0
2024-07-27;
2024-07-28;
2024-07-29;629.0
2024-07-30;514.0
2024-07-31;93.0
2024-08-01;25.0
2024-08-02;163.0
2024-08-03;5.0
2024-08-04;
2024-08-05;-52.0
2024-08-06;678.0
2024-08-07;83.0
2024-08-08;469.0
2024-08-09;145.0
2024-08-10;
2024-08-11;
2024-08-12;145.0
2024-08-13;56.0
2024-08-14;320.0
2024-08-15;1297.0
2024-08-16;161.0
2024-08-17;
2024-08-18;
2024-08-19;104.0
2024-08-20;69.0
2024-08-21;159.0
2024-08-22;215.0
2024-08-23;1038.0
2024-08-24;
2024-08-25;
2024-08-26;1689.0
2024-08-27;5231.399999999998
2024-08-28;428.0
2024-08-29;681.0
2024-08-30;367.0
2024-08-31;
2024-09-01;
2024-09-02;197.0
2024-09-03;-135.0
2024-09-04;401.0
2024-09-05;636.0
2024-09-06;44.0
2024-09-07;
2024-09-08;
2024-09-09;150.0
2024-09-10;299.0
2024-09-11;482.0
2024-09-12;44.0
2024-09-13;86.0
2024-09-14;
2024-09-15;
2024-09-16;339.0
2024-09-17;134.0
2024-09-18;3028.0
2024-09-19;647.0
2024-09-20;88.0
2024-09-21;
2024-09-22;
2024-09-23;282.0
2024-09-24;935.0
2024-09-25;5231.399999999998
2024-09-26;303.0
2024-09-27;-14.0
2024-09-28;
2024-09-29;
2024-09-30;417.0
2024-10-01;1031.0
2024-10-02;80.0
2024-10-03;149.0
2024-10-04;439.0
2024-10-05;
2024-10-06;
2024-10-07;100.0
2024-10-08;211.0
2024-10-09;173.0
2024-10-10;204.0
2024-10-11;203.0
2024-10-12;
2024-10-13;
2024-10-14;456.0
2024-10-15;938.0
2024-10-16;692.0
2024-10-17;474.0
2024-10-18;81.0
2024-10-19;
2024-10-20;
2024-10-21;424.0
2024-10-22;238.0
2024-10-23;433.0
2024-10-24;5231.399999999998
2024-10-25;788.0
2024-10-26;
2024-10-27;
2024-10-28;552.0
2024-10-29;269.0
2024-10-30;362.0
2024-10-31;5231.399999999998
2024-11-01;195.0
2024-11-02;
2024-11-03;
2024-11-04;247.0
2024-11-05;740.0
2024-11-06;3989.0
2024-11-07;3886.0
2024-11-08;403.0
2024-11-09;
2024-11-10;
2024-11-11;70.0
2024-11-12;268.0
2024-11-13;199.0
2024-11-14;5231.399999999998
2024-11-15;
2024-11-16;
2024-11-17;
2024-11-18;13.0
2024-11-19;264.0
2024-11-20;
2024-11-21;163.0
2024-11-22;5231.399999999998
2024-11-23;
2024-11-24;
2024-11-25;4148.0
2024-11-26;2533.0
2024-11-27;452.0
2024-11-28;1283.0
2024-11-29;550.0
2024-11-30;
2024-12-01;
2024-12-02;867.0
2024-12-03;455.0
2024-12-04;1623.0
2024-12-05;852.0
2024-12-06;5231.399999999998
2024-12-07;
2024-12-08;
2024-12-09;5231.399999999998
2024-12-10;392.0
2024-12-11;628.0
2024-12-12;351.0
2024-12-13;87.0
2024-12-14;
2024-12-15;
2024-12-16;9.0
2024-12-17;3.0
2024-12-18;6.0
2024-12-19;-1.0
2024-12-20;
2024-12-21;
2024-12-22;
2024-12-23;
2024-12-24;
2024-12-25;
2024-12-26;
2024-12-27;
2024-12-28;
2024-12-29;
2024-12-30;
2024-12-31;
2025-01-01;
2025-01-02;
2025-01-03;
2025-01-04;
2025-01-05;
2025-01-06;
2025-01-07;10.0
2025-01-08;47.0
2025-01-09;
2025-01-10;2.0
2025-01-11;
2025-01-12;
2025-01-13;911.0
2025-01-14;254.0
2025-01-15;110.0
2025-01-16;61.0
2025-01-17;245.0
2025-01-18;
2025-01-19;
2025-01-20;128.0
2025-01-21;23.0
2025-01-22;111.0
2025-01-23;0.0
2025-01-24;46.0
2025-01-25;
2025-01-26;
2025-01-27;341.0
2025-01-28;111.0
2025-01-29;235.0
2025-01-30;205.0
2025-01-31;125.0
2025-02-01;
2025-02-02;
2025-02-03;210.0
2025-02-04;179.0
2025-02-05;35.0
2025-02-06;18.0
2025-02-07;37.0
2025-02-08;
2025-02-09;
2025-02-10;179.0
2025-02-11;81.0
2025-02-12;57.0
2025-02-13;234.0
2025-02-14;20.0
2025-02-15;
2025-02-16;
2025-02-17;52.0
2025-02-18;356.0
2025-02-19;45.0
2025-02-20;201.0
2025-02-21;-2.0
2025-02-22;
2025-02-23;
2025-02-24;70.0
2025-02-25;26.0
2025-02-26;204.0
2025-02-27;63.0
2025-02-28;349.0
2025-03-01;
2025-03-02;
2025-03-03;
2025-03-04;
2025-03-05;370.0
2025-03-06;352.0
2025-03-07;240.0
2025-03-08;
2025-03-09;
2025-03-10;256.0
2025-03-11;217.0
2025-03-12;189.0
2025-03-13;372.0
2025-03-14;127.0
2025-03-15;
2025-03-16;
2025-03-17;48.0
2025-03-18;104.0
2025-03-19;184.0
2025-03-20;624.0
2025-03-21;460.0
2025-03-22;
2025-03-23;
2025-03-24;424.0
2025-03-25;121.0
2025-03-26;393.0
2025-03-27;5231.399999999998
2025-03-28;335.0
2025-03-29;
2025-03-30;
2025-03-31;464.0
2025-04-01;357.0
2025-04-02;884.0
2025-04-03;433.0
2025-04-04;461.0
2025-04-05;
2025-04-06;
2025-04-07;332.0
2025-04-08;448.0
2025-04-09;444.0
2025-04-10;615.0
2025-04-11;118.0
2025-04-12;
2025-04-13;
2025-04-14;163.0
2025-04-15;333.0
2025-04-16;245.0
2025-04-17;114.0
2025-04-18;
2025-04-19;
2025-04-20;
2025-04-21;
2025-04-22;501.0
2025-04-23;616.0
2025-04-24;90.0
2025-04-25;247.0
2025-04-26;
2025-04-27;
2025-04-28;826.0
2025-04-29;288.0
2025-04-30;613.0
2025-05-01;
2025-05-02;
2025-05-03;
2025-05-04;
2025-05-05;820.0
2025-05-06;848.0
2025-05-07;540.0
2025-05-08;172.0
2025-05-09;612.0
2025-05-10;
2025-05-11;
2025-05-12;114.0
2025-05-13;-383.0
2025-05-14;129.0
2025-05-15;5231.399999999998
2025-05-16;265.0
2025-05-17;
2025-05-18;
2025-05-19;102.0
2025-05-20;186.0
2025-05-21;81.0
2025-05-22;42.0
2025-05-23;822.0
2025-05-24;
2025-05-25;
2025-05-26;953.0
2025-05-27;28.0
2025-05-28;185.0
2025-05-29;316.0
2025-05-30;119.0
2025-05-31;10.0
2025-06-01;
2025-06-02;41.0
2025-06-03;370.0
2025-06-04;49.0
2025-06-05;112.0
2025-06-06;17.0
2025-06-07;
2025-06-08;
2025-06-09;101.0
2025-06-10;176.0
2025-06-11;209.0
2025-06-12;204.0
2025-06-13;23.0
2025-06-14;
2025-06-15;
2025-06-16;93.0
2025-06-17;193.0
2025-06-18;79.0
2025-06-19;
2025-06-20;159.0
2025-06-21;
2025-06-22;
2025-06-23;502.0
2025-06-24;166.0
2025-06-25;256.0
2025-06-26;65.0
2025-06-27;205.0
2025-06-28;
2025-06-29;
2025-06-30;169.0
2025-07-01;401.0
2025-07-02;163.0
2025-07-03;107.0
2025-07-04;95.0
2025-07-05;
2025-07-06;
2025-07-07;55.0
2025-07-08;81.0
2025-07-09;
2025-07-10;214.0
2025-07-11;245.0
2025-07-12;
2025-07-13;
2025-07-14;547.0
2025-07-15;19.0
2025-07-16;49.0
2025-07-17;57.0
2025-07-18;-10.0
2025-07-19;
2025-07-20;
2025-07-21;456.0
2025-07-22;564.0
2025-07-23;225.0
2025-07-24;189.0
2025-07-25;189.0
2025-07-26;
2025-07-27;
2025-07-28;122.0
2025-07-29;204.0
2025-07-30;281.0
2025-07-31;354.0
2025-08-01;726.0
2025-08-02;
2025-08-03;
2025-08-04;97.0
2025-08-05;165.0
2025-08-06;256.0
2025-08-07;222.0
2025-08-08;1464.0
2025-08-09;
2025-08-10;
2025-08-11;328.0
2025-08-12;-9.0
2025-08-13;271.0
2025-08-14;109.0
2025-08-15;754.0
2025-08-16;
2025-08-17;
2025-08-18;-13.0
2025-08-19;315.0
2025-08-20;10.0
2025-08-21;25.0
2025-08-22;319.0
2025-08-23;
2025-08-24;
2025-08-25;2.0
2025-08-26;-5.0
2025-08-27;306.0
2025-08-28;151.0
2025-08-29;569.0
2025-08-30;
2025-08-31;
2025-09-01;393.0
2025-09-02;288.0
2025-09-03;45.0
2025-09-04;-29.0
2025-09-05;164.0
2025-09-06;
2025-09-07;
2025-09-08;72.0
2025-09-09;272.0
2025-09-10;342.0
2025-09-11;135.0
2025-09-12;199.0
2025-09-13;
2025-09-14;
2025-09-15;
2025-09-16;78.0
2025-09-17;321.0
2025-09-18;125.0
2025-09-19;81.0
2025-09-20;
2025-09-21;
2025-09-22;66.0
2025-09-23;156.0
2025-09-24;515.0
2025-09-25;195.0
2025-09-26;196.0
2025-09-27;
2025-09-28;
2025-09-29;344.0
2025-09-30;185.0
2025-10-01;360.0
2025-10-02;98.0
2025-10-03;292.0
