data;volume_historico
2025-08-12;68.0
2025-08-13;338.0
2025-08-14;121.0
2025-08-15;141.0
2025-08-16;
2025-08-17;
2025-08-18;-64.0
2025-08-19;554.0
2025-08-20;207.0
2025-08-21;37.0
2025-08-22;5.0
2025-08-23;
2025-08-24;
2025-08-25;494.0
2025-08-26;250.0
2025-08-27;356.0
2025-08-28;-16.0
2025-08-29;135.0
2025-08-30;
2025-08-31;
2025-09-01;61.0
2025-09-02;
2025-09-03;14.0
2025-09-04;332.0
2025-09-05;495.0
2025-09-06;
2025-09-07;
2025-09-08;30.0
2025-09-09;402.0
2025-09-10;187.0
2025-09-11;91.0
2025-09-12;446.0
2025-09-13;110.0
2025-09-14;14.0
2025-09-15;
2025-09-16;689.0
2025-09-17;209.0
2025-09-18;177.0
2025-09-19;173.0
2025-09-20;
2025-09-21;
2025-09-22;462.0
2025-09-23;51.0
2025-09-24;-46.0
2025-09-25;91.0
2025-09-26;327.0
2025-09-27;378.0
