data;vendas_historicas
2025-09-09;101006.73
2025-09-10;101938.25
2025-09-11;69214.25
2025-09-12;75149.95
2025-09-13;96365.05
2025-09-14;117878.4
2025-09-15;92724.35
2025-09-16;21660.47
2025-09-17;83441.2
2025-09-18;54970.65
2025-09-19;64830.5
2025-09-20;21138.85
2025-09-21;18225.0
2025-09-22;13032.0
2025-09-23;56399.85
2025-09-24;30516.16
2025-09-25;82802.3
2025-09-26;31259.7
2025-09-27;18449.18
2025-09-28;20927.5
2025-09-29;37952.9
2025-09-30;24436.35
2025-10-01;20710.3
2025-10-02;52875.2
2025-10-03;37983.5
2025-10-04;15209.5
2025-10-05;55401.05
