data;Empresa;vendas
2025-02-27;GER;694533.09
2025-02-28;GER;488774.51
2025-03-05;GER;198628.6
2025-03-06;GER;12402.56
2025-03-07;GER;1897.58
2025-03-10;GER;48136.19
2025-03-11;GER;200847.19
2025-03-12;GER;385411.34
2025-03-13;GER;-19001.38
2025-03-14;GER;694.23
2025-03-17;GER;494.46
2025-03-18;GER;16169.7
2025-03-19;GER;297757.8
2025-03-20;GER;121258.79
2025-03-21;GER;36879.29
2025-03-22;GER;49746.62
2025-03-24;GER;419954.44
2025-03-25;GER;87043.67
2025-03-26;GER;608494.21
2025-03-27;GER;279331.69
2025-03-28;GER;200755.23
2025-03-31;GER;514007.29
2025-04-01;GER;231715.5
2025-04-02;GER;391.14
2025-04-03;GER;121852.55
2025-04-04;GER;8396.41
2025-04-07;GER;150592.08
2025-04-08;GER;-124805.0
2025-04-09;GER;104696.34
2025-04-10;GER;69547.83
2025-04-11;GER;95416.64
2025-04-14;GER;164339.4
2025-04-15;GER;34559.9
2025-04-16;GER;34406.0
2025-04-17;GER;946.37
2025-04-22;GER;595435.12
2025-04-23;GER;146574.36
2025-04-28;GER;-9379.01
2025-04-29;GER;56461.7
2025-04-30;GER;365200.8
2025-05-01;GER;-86584.22
2025-05-05;GER;141566.25
2025-05-06;GER;11875.42
2025-05-07;GER;144121.53
2025-05-08;GER;275130.41
2025-05-09;GER;135441.91
2025-05-12;GER;-9546.36
2025-05-13;GER;63733.18
2025-05-14;GER;97358.89
2025-05-15;GER;144302.49
2025-05-16;GER;20104.84
2025-05-19;GER;158640.86
2025-05-20;GER;-15794.58
2025-05-21;GER;15415.3
2025-05-22;GER;4762.61
2025-05-23;GER;25205.29
2025-05-26;GER;95171.55
2025-05-28;GER;77534.13
2025-05-29;GER;54322.2
2025-05-30;GER;7462.67
2025-06-02;GER;22072.3
2025-06-03;GER;-74246.4
2025-06-04;GER;-14149.84
2025-06-05;GER;126931.26
2025-06-09;GER;24071.02
2025-06-10;GER;36140.5
2025-06-11;GER;16836.43
2025-06-12;GER;29607.71
2025-06-13;GER;81572.31
2025-06-16;GER;50994.07
2025-06-17;GER;89697.08
2025-06-18;GER;198966.89
2025-06-23;GER;27511.77
2025-06-24;GER;192698.84
2025-06-25;GER;41671.92
2025-06-26;GER;14619.39
2025-06-27;GER;785.93
2025-06-30;GER;77117.63
2025-07-01;GER;24015.27
2025-07-02;GER;158378.47
2025-07-03;GER;142871.15
2025-07-04;GER;8738.33
2025-07-05;GER;-447.08
2025-07-07;GER;3843.71
2025-07-08;GER;22495.54
2025-07-09;GER;238270.51
2025-07-10;GER;3302.47
2025-07-15;GER;54293.45
2025-07-16;GER;273093.09
2025-07-17;GER;11637.44
2025-07-18;GER;-31172.7
2025-07-21;GER;72540.19
2025-07-22;GER;54696.15
2025-07-23;GER;32740.54
2025-07-24;GER;67406.51
2025-07-25;GER;1750.15
2025-07-28;GER;15679.09
2025-07-29;GER;47771.84
2025-07-31;GER;238.63
2025-08-01;GER;19016.35
2025-08-04;GER;552713.13
2025-08-05;GER;4569.38
2025-08-06;GER;539027.24
2025-08-07;GER;128509.21
2025-08-08;GER;13277.66
2025-08-11;GER;34252.56
2025-08-12;GER;26604.34
2025-08-13;GER;160667.08
2025-08-14;GER;64020.53
2025-08-15;GER;90957.24
2025-08-18;GER;-60775.53
2025-08-19;GER;88505.55
2025-08-20;GER;80332.56
2025-08-21;GER;16136.97
2025-08-22;GER;776.86
2025-08-25;GER;229147.27
2025-08-26;GER;87887.45
2025-08-27;GER;252836.33
2025-08-28;GER;-6159.0
2025-08-29;GER;76425.15
2025-09-01;GER;32403.93
2025-09-03;GER;12649.04
2025-09-04;GER;223700.51
2025-09-05;GER;278639.93
2025-09-08;GER;31805.37
2025-09-09;GER;423253.38
2025-09-10;GER;89686.53
2025-09-11;GER;70659.78
2025-09-12;GER;299511.73
2025-09-13;GER;79298.18
2025-09-14;GER;13007.79
2025-09-16;GER;243523.22
2025-09-17;GER;148756.37
2025-09-18;GER;130071.25
2025-09-19;GER;124143.16
2025-09-22;GER;321856.06
2025-09-23;GER;18935.51
2025-09-24;GER;-58376.24
2025-09-25;GER;52859.49
2025-09-26;GER;254921.46
2025-09-27;GER;277078.19
2025-09-30;GER;174440.21
2025-10-01;GER;2369.87
2025-10-02;GER;55751.24
2025-10-03;GER;970.36
