data;vendas_historicas
2024-02-24;290639.52
2024-02-25;77966.0
2024-02-26;205918.72
2024-02-27;227271.66
2024-02-28;305999.56
2024-02-29;684826.27
2024-03-01;389460.11
2024-03-02;531599.23
2024-03-03;204154.41
2024-03-04;234724.11
2024-03-05;278593.64
2024-03-06;451206.03
2024-03-07;570250.19
2024-03-08;1008816.07
2024-03-09;428286.97
2024-03-10;143348.62
2024-03-11;452818.09
2024-03-12;686545.32
2024-03-13;355000.24
2024-03-14;699009.44
2024-03-15;257627.34
2024-03-16;529912.7
2024-03-17;80950.75
2024-03-18;213004.15
2024-03-19;426808.88
2024-03-20;606695.87
2024-03-21;539242.17
2024-03-22;307949.09
2024-03-23;691853.71
2024-03-24;221772.14
2024-03-25;344260.24
2024-03-26;520132.25
2024-03-27;658899.22
2024-03-28;630892.16
2024-03-29;142223.93
2024-03-30;330247.5
2024-03-31;105490.41
2024-04-01;185074.74
2024-04-02;439357.48
2024-04-03;408196.55
2024-04-04;378592.35
2024-04-05;510502.98
2024-04-06;400049.71
2024-04-07;73208.66
2024-04-08;280379.57
2024-04-09;498344.39
2024-04-10;311735.43
2024-04-11;516321.08
2024-04-12;721186.09
2024-04-13;405571.03
2024-04-14;66161.09
2024-04-15;253722.4
2024-04-16;254394.26
2024-04-17;435897.22
2024-04-18;236778.07
2024-04-19;434593.36
2024-04-20;284192.26
2024-04-21;190599.49
2024-04-22;475601.21
2024-04-23;184575.99
2024-04-24;277317.23
2024-04-25;491584.1
2024-04-26;553015.66
2024-04-27;375135.08
2024-04-28;194069.35
2024-04-29;677433.86
2024-04-30;894428.25
2024-05-01;419939.85
2024-05-02;244391.09
2024-05-03;519334.24
2024-05-04;506802.66
2024-05-05;102078.8
2024-05-06;464746.11
2024-05-07;700409.36
2024-05-08;731907.28
2024-05-09;798999.58
2024-05-10;1190479.02
2024-05-11;1483358.86
2024-05-12;190754.16
2024-05-13;493854.35
2024-05-14;544141.35
2024-05-15;781025.82
2024-05-16;206495.56
2024-05-17;559093.36
2024-05-18;631005.71
2024-05-19;162767.2
2024-05-20;420306.09
2024-05-21;367076.07
2024-05-22;455753.16
2024-05-23;321925.54
2024-05-24;431244.6
2024-05-25;261078.24
2024-05-26;215924.5
2024-05-27;261465.21
2024-05-28;249323.34
2024-05-29;668863.97
2024-05-30;180216.65
2024-05-31;1034486.72
2024-06-01;225391.47
2024-06-02;201716.15
2024-06-03;290841.68
2024-06-04;362129.75
2024-06-05;422258.19
2024-06-06;311306.0
2024-06-07;525049.38
2024-06-08;783473.8
2024-06-09;360010.55
2024-06-10;762006.74
2024-06-11;825192.51
2024-06-12;1369955.69
2024-06-13;580132.01
2024-06-14;470026.01
2024-06-15;274310.83
2024-06-16;114975.86
2024-06-17;211992.82
2024-06-18;223801.06
2024-06-19;1082195.57
2024-06-20;258266.95
2024-06-21;807807.91
2024-06-22;307259.78
2024-06-23;118015.3
2024-06-24;588434.37
2024-06-25;244723.95
2024-06-26;651053.32
2024-06-27;499753.11
2024-06-28;510427.06
2024-06-29;526819.34
2024-06-30;202236.62
2024-07-01;220825.8
2024-07-02;124095.19
2024-07-03;789079.06
2024-07-04;520386.61
2024-07-05;456942.32
2024-07-06;575106.89
2024-07-07;161317.58
2024-07-08;421500.32
2024-07-09;636686.59
2024-07-10;328943.34
2024-07-11;605653.62
2024-07-12;606529.68
2024-07-13;442716.28
2024-07-14;217443.69
2024-07-15;185660.86
2024-07-16;731010.93
2024-07-17;304316.79
2024-07-18;475607.78
2024-07-19;450477.01
2024-07-20;394308.7
2024-07-21;84713.95
2024-07-22;428380.32
2024-07-23;227504.43
2024-07-24;348610.39
2024-07-25;513441.89
2024-07-26;471600.31
2024-07-27;456695.76
2024-07-28;129046.5
2024-07-29;388362.12
2024-07-30;602040.77
2024-07-31;345682.61
2024-08-01;254534.81
2024-08-02;363821.83
2024-08-03;493086.53
2024-08-04;363691.74
2024-08-05;276636.37
2024-08-06;470130.55
2024-08-07;582395.1
2024-08-08;561333.7
2024-08-09;1179915.81
2024-08-10;849168.61
2024-08-11;105562.33
2024-08-12;538481.62
2024-08-13;384821.76
2024-08-14;349187.09
2024-08-15;379566.7
2024-08-16;413244.01
2024-08-17;478312.42
2024-08-18;135512.88
2024-08-19;346421.5
2024-08-20;344914.96
2024-08-21;764443.68
2024-08-22;562801.51
2024-08-23;503149.43
2024-08-24;475029.41
2024-08-25;152622.46
2024-08-26;327370.13
2024-08-27;336273.48
2024-08-28;378061.42
2024-08-29;484427.42
2024-08-30;931739.07
2024-08-31;848852.08
2024-09-01;178425.48
2024-09-02;451921.7
2024-09-03;426306.3
2024-09-04;508092.07
2024-09-05;755974.55
2024-09-06;588092.5
2024-09-07;362345.9
2024-09-08;162978.82
2024-09-09;418141.18
2024-09-10;238239.86
2024-09-11;548784.53
2024-09-12;468962.09
2024-09-13;1159780.56
2024-09-14;521163.18
2024-09-15;175365.67
2024-09-16;420645.22
2024-09-17;710993.37
2024-09-18;338011.77
2024-09-19;294680.57
2024-09-20;398300.09
2024-09-21;371627.03
2024-09-22;175856.49
2024-09-23;351900.81
2024-09-24;356992.03
2024-09-25;524059.52
2024-09-26;524603.55
2024-09-27;761215.27
2024-09-28;524487.8
2024-09-29;165427.69
2024-09-30;501758.05
2024-10-01;380317.22
2024-10-02;329576.54
2024-10-03;351393.45
2024-10-04;524028.07
2024-10-05;374025.37
2024-10-06;237699.84
2024-10-07;324047.15
2024-10-08;297894.85
2024-10-09;457272.28
2024-10-10;351575.13
2024-10-11;619624.5
2024-10-12;247466.7
2024-10-13;195939.24
2024-10-14;428360.48
2024-10-15;227353.77
2024-10-16;437049.86
2024-10-17;433146.63
2024-10-18;485715.56
2024-10-19;459517.06
2024-10-20;111616.71
2024-10-21;404967.47
2024-10-22;413084.73
2024-10-23;486496.95
2024-10-24;551199.07
2024-10-25;451193.21
2024-10-26;211703.48
2024-10-27;230885.16
2024-10-28;481417.3
2024-10-29;383207.33
2024-10-30;901335.15
2024-10-31;1995316.51
2024-11-01;384652.73
2024-11-02;371295.61
2024-11-03;213761.85
2024-11-04;365817.88
2024-11-05;428986.41
2024-11-06;581395.4
2024-11-07;728219.26
2024-11-08;547245.05
2024-11-09;1003280.2
2024-11-10;131106.39
2024-11-11;428412.42
2024-11-12;396113.02
2024-11-13;550000.32
2024-11-14;810213.16
2024-11-15;107198.19
2024-11-16;554674.34
2024-11-17;258260.28
2024-11-18;577959.41
2024-11-19;393546.34
2024-11-20;580044.74
2024-11-21;587351.75
2024-11-22;421402.41
2024-11-23;972417.61
2024-11-24;160881.12
2024-11-25;557622.53
2024-11-26;604705.64
2024-11-27;848922.4
2024-11-28;656973.93
2024-11-29;1182529.09
2024-11-30;1857153.38
2024-12-01;227762.09
2024-12-02;859649.1
2024-12-03;686219.15
2024-12-04;737584.03
2024-12-05;838216.7
2024-12-06;792543.69
2024-12-07;455622.26
2024-12-08;253744.47
2024-12-09;808512.58
2024-12-10;1149198.12
2024-12-11;1452750.03
2024-12-12;1203768.83
2024-12-13;1130587.46
2024-12-14;1311848.93
2024-12-15;655185.43
2024-12-16;1187992.58
2024-12-17;1123014.08
2024-12-18;1530805.51
2024-12-19;1268309.28
2024-12-20;2046790.29
2024-12-21;1146703.98
2024-12-22;995883.68
2024-12-23;2075607.55
2024-12-24;1367481.8
2024-12-25;0.0
2024-12-26;624884.37
2024-12-27;966695.78
2024-12-28;1333035.07
2024-12-29;320027.83
2024-12-30;624481.87
2024-12-31;88206.27
2025-01-01;0.0
2025-01-02;205492.47
2025-01-03;314577.41
2025-01-04;243605.07
2025-01-05;82653.2
2025-01-06;202099.54
2025-01-07;299009.63
2025-01-08;469125.97
2025-01-09;316852.19
2025-01-10;495264.11
2025-01-11;186222.39
2025-01-12;192299.42
2025-01-13;584412.48
2025-01-14;552010.91
2025-01-15;406547.3
2025-01-16;232509.5
2025-01-17;334565.35
2025-01-18;306620.82
2025-01-19;133431.0
2025-01-20;396726.68
2025-01-21;360019.4
2025-01-22;995535.85
2025-01-23;352850.12
2025-01-24;367519.38
2025-01-25;402026.4
2025-01-26;287508.46
2025-01-27;320091.63
2025-01-28;474390.82
2025-01-29;319715.88
2025-01-30;511912.69
2025-01-31;846420.59
2025-02-01;253019.56
2025-02-02;79596.95
2025-02-03;133332.13
2025-02-04;369528.94
2025-02-05;534758.05
2025-02-06;575864.48
2025-02-07;394913.33
2025-02-08;530678.57
2025-02-09;95384.41
2025-02-10;208729.37
2025-02-11;401932.09
2025-02-12;418672.37
2025-02-13;644277.16
2025-02-14;731967.5
2025-02-15;437845.86
2025-02-16;119135.38
2025-02-17;249653.23
2025-02-18;372206.26
2025-02-19;211097.58
2025-02-20;543614.1
2025-02-21;349243.0
2025-02-22;368343.18
2025-02-23;181454.25
2025-02-24;384329.9
2025-02-25;874948.62
2025-02-26;1229979.77
2025-02-27;414740.37
2025-02-28;642835.65
2025-03-01;360624.65
2025-03-02;315371.79
2025-03-03;300061.66
2025-03-04;132925.39
2025-03-05;207560.29
2025-03-06;162386.04
2025-03-07;333141.23
2025-03-08;580864.74
2025-03-09;90054.21
2025-03-10;228135.75
2025-03-11;232306.84
2025-03-12;434914.25
2025-03-13;491495.68
2025-03-14;642031.89
2025-03-15;468599.85
2025-03-16;64704.48
2025-03-17;753600.96
2025-03-18;444546.96
2025-03-19;535375.7
2025-03-20;458284.39
2025-03-21;1039258.93
2025-03-22;537419.78
2025-03-23;128902.35
2025-03-24;435283.63
2025-03-25;425024.83
2025-03-26;480445.18
2025-03-27;576806.85
2025-03-28;892709.22
2025-03-29;896399.65
2025-03-30;183587.62
2025-03-31;1874629.98
2025-04-01;217882.48
2025-04-02;145596.55
2025-04-03;266264.44
2025-04-04;298917.58
2025-04-05;322231.19
2025-04-06;268527.85
2025-04-07;148504.96
2025-04-08;264901.75
2025-04-09;351371.35
2025-04-10;548508.49
2025-04-11;916146.43
2025-04-12;574341.2
2025-04-13;415834.75
2025-04-14;756125.39
2025-04-15;496979.34
2025-04-16;486892.91
2025-04-17;671322.1
2025-04-18;143404.58
2025-04-19;506032.08
2025-04-20;107843.08
2025-04-21;287942.53
2025-04-22;465068.16
2025-04-23;278866.54
2025-04-24;709335.05
2025-04-25;886122.91
2025-04-26;542217.65
2025-04-27;278421.58
2025-04-28;459978.24
2025-04-29;734259.54
2025-04-30;1050517.27
2025-05-01;269372.72
2025-05-02;569517.23
2025-05-03;509771.69
2025-05-04;179001.73
2025-05-05;211533.85
2025-05-06;598294.71
2025-05-07;971976.53
2025-05-08;679164.33
2025-05-09;1816601.06
2025-05-10;1692129.42
2025-05-11;97300.98
2025-05-12;640518.85
2025-05-13;514555.08
2025-05-14;559988.38
2025-05-15;606299.8
2025-05-16;884836.96
2025-05-17;566960.54
2025-05-18;154895.73
2025-05-19;267504.56
2025-05-20;474383.49
2025-05-21;418850.37
2025-05-22;530326.82
2025-05-23;1003116.12
2025-05-24;1021656.1
2025-05-25;199090.97
2025-05-26;177614.49
2025-05-27;362861.26
2025-05-28;391372.05
2025-05-29;395532.63
2025-05-30;788617.53
2025-05-31;1133149.52
2025-06-01;106553.46
2025-06-02;273068.17
2025-06-03;256960.95
2025-06-04;572360.29
2025-06-05;409909.86
2025-06-06;297739.83
2025-06-07;468194.32
2025-06-08;189989.36
2025-06-09;746970.83
2025-06-10;572167.82
2025-06-11;1041744.14
2025-06-12;1224740.5
2025-06-13;926937.31
2025-06-14;641809.17
2025-06-15;252045.97
2025-06-16;323925.83
2025-06-17;454007.11
2025-06-18;430953.13
2025-06-19;249825.36
2025-06-20;440989.95
2025-06-21;596029.04
2025-06-22;497352.1
2025-06-23;397279.32
2025-06-24;232802.42
2025-06-25;466569.91
2025-06-26;596288.44
2025-06-27;448151.23
2025-06-28;563568.99
2025-06-29;536921.59
2025-06-30;771785.21
2025-07-01;66503.95
2025-07-02;97593.92
2025-07-03;379215.48
2025-07-04;265021.72
2025-07-05;400736.83
2025-07-06;71678.16
2025-07-07;442655.15
2025-07-08;104525.84
2025-07-09;1103202.99
2025-07-10;298494.95
2025-07-11;395088.63
2025-07-12;285630.17
2025-07-13;93084.03
2025-07-14;549025.86
2025-07-15;857519.39
2025-07-16;557255.02
2025-07-17;517639.72
2025-07-18;348916.22
2025-07-19;194670.79
2025-07-20;27295.4
2025-07-21;213160.98
2025-07-22;154255.18
2025-07-23;586899.15
2025-07-24;480033.34
2025-07-25;493029.54
2025-07-26;297533.07
2025-07-27;171483.91
2025-07-28;447994.37
2025-07-29;646103.09
2025-07-30;570628.34
2025-07-31;1158831.81
2025-08-01;491687.45
2025-08-02;430284.95
2025-08-03;285050.65
2025-08-04;296899.03
2025-08-05;593980.36
2025-08-06;808490.19
2025-08-07;485036.93
2025-08-08;1333998.84
2025-08-09;1249039.94
2025-08-10;122617.56
2025-08-11;580543.59
2025-08-12;240728.24
2025-08-13;493199.92
2025-08-14;565217.26
2025-08-15;465273.24
2025-08-16;677499.46
2025-08-17;381142.11
2025-08-18;349528.13
2025-08-19;934077.88
2025-08-20;501339.05
2025-08-21;260506.1
2025-08-22;330428.24
2025-08-23;363281.3
2025-08-24;149290.49
2025-08-25;414710.36
2025-08-26;355224.33
2025-08-27;450885.46
2025-08-28;341864.27
2025-08-29;698271.4
2025-08-30;1189865.21
2025-08-31;524921.68
2025-09-01;223541.1
2025-09-02;391803.27
2025-09-03;435804.58
2025-09-04;332606.92
2025-09-05;345550.31
2025-09-06;684213.5
2025-09-07;124846.93
2025-09-08;247888.5
2025-09-09;661515.77
2025-09-10;435646.26
2025-09-11;726840.93
2025-09-12;483088.49
2025-09-13;904880.85
2025-09-14;186302.94
2025-09-15;375290.52
2025-09-16;366155.01
2025-09-17;430518.62
2025-09-18;554142.24
2025-09-19;306418.51
2025-09-20;261787.97
2025-09-21;217338.0
2025-09-22;204809.77
2025-09-23;430779.98
2025-09-24;226933.04
2025-09-25;362708.01
2025-09-26;348843.3
2025-09-27;518085.89
2025-09-28;87758.51
2025-09-29;310527.74
2025-09-30;697309.17
2025-10-01;334923.19
2025-10-02;392628.22
2025-10-03;225172.89
2025-10-04;517033.48
2025-10-05;178524.12
2025-10-06;345144.36
