data;volume_historico
2024-02-09;198.0
2024-02-10;36.0
2024-02-11;16.0
2024-02-12;
2024-02-13;
2024-02-14;496.0
2024-02-15;104.0
2024-02-16;189.0
2024-02-17;78.0
2024-02-18;21.0
2024-02-19;415.0
2024-02-20;132.0
2024-02-21;129.0
2024-02-22;455.0
2024-02-23;185.0
2024-02-24;65.0
2024-02-25;30.0
2024-02-26;284.0
2024-02-27;146.0
2024-02-28;118.0
2024-02-29;135.0
2024-03-01;172.0
2024-03-02;107.0
2024-03-03;21.0
2024-03-04;346.0
2024-03-05;170.0
2024-03-06;164.0
2024-03-07;233.0
2024-03-08;223.0
2024-03-09;128.0
2024-03-10;35.0
2024-03-11;388.0
2024-03-12;192.0
2024-03-13;160.0
2024-03-14;122.0
2024-03-15;167.0
2024-03-16;103.0
2024-03-17;39.0
2024-03-18;539.85
2024-03-19;131.0
2024-03-20;147.0
2024-03-21;162.0
2024-03-22;155.0
2024-03-23;121.0
2024-03-24;54.0
2024-03-25;311.0
2024-03-26;190.0
2024-03-27;202.0
2024-03-28;152.0
2024-03-29;62.0
2024-03-30;149.0
2024-03-31;30.0
2024-04-01;534.0
2024-04-02;185.0
2024-04-03;104.0
2024-04-04;162.0
2024-04-05;173.0
2024-04-06;100.0
2024-04-07;18.0
2024-04-08;378.0
2024-04-09;164.0
2024-04-10;181.0
2024-04-11;151.0
2024-04-12;151.0
2024-04-13;115.0
2024-04-14;35.0
2024-04-15;251.0
2024-04-16;105.0
2024-04-17;170.0
2024-04-18;129.0
2024-04-19;168.0
2024-04-20;97.0
2024-04-21;16.0
2024-04-22;229.0
2024-04-23;152.0
2024-04-24;172.0
2024-04-25;539.85
2024-04-26;539.85
2024-04-27;88.0
2024-04-28;54.0
2024-04-29;330.0
2024-04-30;229.0
2024-05-01;38.0
2024-05-02;539.85
2024-05-03;227.0
2024-05-04;84.0
2024-05-05;23.0
2024-05-06;406.0
2024-05-07;179.0
2024-05-08;276.0
2024-05-09;226.0
2024-05-10;322.0
2024-05-11;349.0
2024-05-12;36.0
2024-05-13;339.0
2024-05-14;117.0
2024-05-15;250.0
2024-05-16;142.0
2024-05-17;179.0
2024-05-18;134.0
2024-05-19;27.0
2024-05-20;333.0
2024-05-21;185.0
2024-05-22;196.0
2024-05-23;53.0
2024-05-24;230.0
2024-05-25;146.0
2024-05-26;76.0
2024-05-27;290.0
2024-05-28;162.0
2024-05-29;130.0
2024-05-30;52.0
2024-05-31;332.0
2024-06-01;60.0
2024-06-02;27.0
2024-06-03;427.0
2024-06-04;255.0
2024-06-05;164.0
2024-06-06;221.0
2024-06-07;272.0
2024-06-08;102.0
2024-06-09;52.0
2024-06-10;411.0
2024-06-11;230.0
2024-06-12;176.0
2024-06-13;182.0
2024-06-14;210.0
2024-06-15;66.0
2024-06-16;19.0
2024-06-17;352.0
2024-06-18;224.0
2024-06-19;182.0
2024-06-20;200.0
2024-06-21;194.0
2024-06-22;77.0
2024-06-23;36.0
2024-06-24;302.0
2024-06-25;155.0
2024-06-26;176.0
2024-06-27;181.0
2024-06-28;180.0
2024-06-29;81.0
2024-06-30;33.0
2024-07-01;539.85
2024-07-02;128.0
2024-07-03;196.0
2024-07-04;202.0
2024-07-05;187.0
2024-07-06;112.0
2024-07-07;49.0
2024-07-08;330.0
2024-07-09;59.0
2024-07-10;286.0
2024-07-11;180.0
2024-07-12;129.0
2024-07-13;97.0
2024-07-14;32.0
2024-07-15;376.0
2024-07-16;95.0
2024-07-17;180.0
2024-07-18;231.0
2024-07-19;63.0
2024-07-20;61.0
2024-07-21;40.0
2024-07-22;375.0
2024-07-23;208.0
2024-07-24;201.0
2024-07-25;189.0
2024-07-26;198.0
2024-07-27;89.0
2024-07-28;34.0
2024-07-29;349.0
2024-07-30;224.0
2024-07-31;49.0
2024-08-01;227.0
2024-08-02;251.0
2024-08-03;93.0
2024-08-04;33.0
2024-08-05;413.0
2024-08-06;181.0
2024-08-07;286.0
2024-08-08;195.0
2024-08-09;155.0
2024-08-10;92.0
2024-08-11;16.0
2024-08-12;366.0
2024-08-13;182.0
2024-08-14;136.0
2024-08-15;194.0
2024-08-16;115.0
2024-08-17;91.0
2024-08-18;36.0
2024-08-19;345.0
2024-08-20;156.0
2024-08-21;136.0
2024-08-22;235.0
2024-08-23;134.0
2024-08-24;82.0
2024-08-25;36.0
2024-08-26;439.0
2024-08-27;142.0
2024-08-28;168.0
2024-08-29;180.0
2024-08-30;148.0
2024-08-31;97.0
2024-09-01;37.0
2024-09-02;209.0
2024-09-03;167.0
2024-09-04;274.0
2024-09-05;199.0
2024-09-06;185.0
2024-09-07;139.0
2024-09-08;69.0
2024-09-09;428.0
2024-09-10;191.0
2024-09-11;310.0
2024-09-12;171.0
2024-09-13;152.0
2024-09-14;168.0
2024-09-15;91.0
2024-09-16;539.85
2024-09-17;162.0
2024-09-18;222.0
2024-09-19;225.0
2024-09-20;216.0
2024-09-21;128.0
2024-09-22;80.0
2024-09-23;363.0
2024-09-24;209.0
2024-09-25;158.0
2024-09-26;168.0
2024-09-27;195.0
2024-09-28;135.0
2024-09-29;59.0
2024-09-30;356.0
2024-10-01;212.0
2024-10-02;178.0
2024-10-03;175.0
2024-10-04;179.0
2024-10-05;199.0
2024-10-06;53.0
2024-10-07;370.0
2024-10-08;145.0
2024-10-09;122.0
2024-10-10;149.0
2024-10-11;246.0
2024-10-12;169.0
2024-10-13;69.0
2024-10-14;273.0
2024-10-15;194.0
2024-10-16;181.0
2024-10-17;238.0
2024-10-18;182.0
2024-10-19;143.0
2024-10-20;68.0
2024-10-21;300.0
2024-10-22;153.0
2024-10-23;130.0
2024-10-24;183.0
2024-10-25;179.0
2024-10-26;136.0
2024-10-27;69.0
2024-10-28;265.0
2024-10-29;145.0
2024-10-30;110.0
2024-10-31;159.0
2024-11-01;171.0
2024-11-02;128.0
2024-11-03;60.0
2024-11-04;495.0
2024-11-05;175.0
2024-11-06;364.0
2024-11-07;201.0
2024-11-08;341.0
2024-11-09;176.0
2024-11-10;56.0
2024-11-11;495.0
2024-11-12;239.0
2024-11-13;279.0
2024-11-14;437.0
2024-11-15;130.0
2024-11-16;130.0
2024-11-17;80.0
2024-11-18;539.85
2024-11-19;213.0
2024-11-20;76.0
2024-11-21;539.85
2024-11-22;327.0
2024-11-23;169.0
2024-11-24;65.0
2024-11-25;499.0
2024-11-26;472.0
2024-11-27;457.0
2024-11-28;539.85
2024-11-29;539.85
2024-11-30;539.85
2024-12-01;178.0
2024-12-02;382.0
2024-12-03;539.85
2024-12-04;539.85
2024-12-05;364.0
2024-12-06;317.0
2024-12-07;173.0
2024-12-08;154.0
2024-12-09;521.0
2024-12-10;328.0
2024-12-11;382.0
2024-12-12;412.0
2024-12-13;515.0
2024-12-14;309.0
2024-12-15;170.0
2024-12-16;539.85
2024-12-17;441.0
2024-12-18;539.85
2024-12-19;539.85
2024-12-20;539.85
2024-12-21;539.85
2024-12-22;390.0
2024-12-23;539.85
2024-12-24;326.0
2024-12-25;
2024-12-26;539.85
2024-12-27;312.0
2024-12-28;190.0
2024-12-29;98.0
2024-12-30;539.85
2024-12-31;78.0
2025-01-01;
2025-01-02;432.0
2025-01-03;359.0
2025-01-04;110.0
2025-01-05;80.0
2025-01-06;516.0
2025-01-07;195.0
2025-01-08;365.0
2025-01-09;333.0
2025-01-10;241.0
2025-01-11;153.0
2025-01-12;94.0
2025-01-13;539.0
2025-01-14;235.0
2025-01-15;317.0
2025-01-16;539.85
2025-01-17;288.0
2025-01-18;175.0
2025-01-19;57.0
2025-01-20;497.0
2025-01-21;282.0
2025-01-22;200.0
2025-01-23;250.0
2025-01-24;219.0
2025-01-25;156.0
2025-01-26;68.0
2025-01-27;502.0
2025-01-28;255.0
2025-01-29;172.0
2025-01-30;217.0
2025-01-31;195.0
2025-02-01;109.0
2025-02-02;44.0
2025-02-03;539.85
2025-02-04;200.0
2025-02-05;146.0
2025-02-06;141.0
2025-02-07;193.0
2025-02-08;75.0
2025-02-09;34.0
2025-02-10;291.0
2025-02-11;197.0
2025-02-12;102.0
2025-02-13;124.0
2025-02-14;129.0
2025-02-15;83.0
2025-02-16;31.0
2025-02-17;279.0
2025-02-18;159.0
2025-02-19;153.0
2025-02-20;152.0
2025-02-21;189.0
2025-02-22;155.0
2025-02-23;71.0
2025-02-24;269.0
2025-02-25;183.0
2025-02-26;184.0
2025-02-27;157.0
2025-02-28;129.0
2025-03-01;76.0
2025-03-02;44.0
2025-03-03;25.0
2025-03-04;18.0
2025-03-05;333.0
2025-03-06;113.0
2025-03-07;212.0
2025-03-08;106.0
2025-03-09;67.0
2025-03-10;320.0
2025-03-11;242.0
2025-03-12;272.0
2025-03-13;199.0
2025-03-14;319.0
2025-03-15;213.0
2025-03-16;131.0
2025-03-17;485.0
2025-03-18;198.0
2025-03-19;333.0
2025-03-20;202.0
2025-03-21;246.0
2025-03-22;200.0
2025-03-23;100.0
2025-03-24;452.0
2025-03-25;213.0
2025-03-26;204.0
2025-03-27;256.0
2025-03-28;170.0
2025-03-29;186.0
2025-03-30;69.0
2025-03-31;477.0
2025-04-01;190.0
2025-04-02;218.0
2025-04-03;195.0
2025-04-04;239.0
2025-04-05;202.0
2025-04-06;75.0
2025-04-07;392.0
2025-04-08;198.0
2025-04-09;200.0
2025-04-10;195.0
2025-04-11;259.0
2025-04-12;213.0
2025-04-13;69.0
2025-04-14;342.0
2025-04-15;172.0
2025-04-16;176.0
2025-04-17;148.0
2025-04-18;116.0
2025-04-19;144.0
2025-04-20;51.0
2025-04-21;72.0
2025-04-22;449.0
2025-04-23;181.0
2025-04-24;195.0
2025-04-25;197.0
2025-04-26;181.0
2025-04-27;51.0
2025-04-28;278.0
2025-04-29;138.0
2025-04-30;209.0
2025-05-01;59.0
2025-05-02;345.0
2025-05-03;152.0
2025-05-04;98.0
2025-05-05;539.85
2025-05-06;317.0
2025-05-07;320.0
2025-05-08;367.0
2025-05-09;436.0
2025-05-10;414.0
2025-05-11;96.0
2025-05-12;362.0
2025-05-13;179.0
2025-05-14;539.85
2025-05-15;186.0
2025-05-16;265.0
2025-05-17;203.0
2025-05-18;96.0
2025-05-19;419.0
2025-05-20;119.0
2025-05-21;221.0
2025-05-22;196.0
2025-05-23;220.0
2025-05-24;156.0
2025-05-25;72.0
2025-05-26;323.0
2025-05-27;141.0
2025-05-28;240.0
2025-05-29;250.0
2025-05-30;251.0
2025-05-31;230.0
2025-06-01;71.0
2025-06-02;361.0
2025-06-03;228.0
2025-06-04;198.0
2025-06-05;218.0
2025-06-06;306.0
2025-06-07;226.0
2025-06-08;86.0
2025-06-09;301.0
2025-06-10;345.0
2025-06-11;299.0
2025-06-12;222.0
2025-06-13;232.0
2025-06-14;160.0
2025-06-15;73.0
2025-06-16;241.0
2025-06-17;150.0
2025-06-18;117.0
2025-06-19;66.0
2025-06-20;194.0
2025-06-21;80.0
2025-06-22;47.0
2025-06-23;274.0
2025-06-24;139.0
2025-06-25;159.0
2025-06-26;122.0
2025-06-27;183.0
2025-06-28;168.0
2025-06-29;53.0
2025-06-30;336.0
2025-07-01;149.0
2025-07-02;188.0
2025-07-03;238.0
2025-07-04;242.0
2025-07-05;112.0
2025-07-06;68.0
2025-07-07;387.0
2025-07-08;164.0
2025-07-09;98.0
2025-07-10;262.0
2025-07-11;195.0
2025-07-12;179.0
2025-07-13;55.0
2025-07-14;303.0
2025-07-15;277.0
2025-07-16;147.0
2025-07-17;-634.0
2025-07-18;189.0
2025-07-19;117.0
2025-07-20;69.0
2025-07-21;376.0
2025-07-22;192.0
2025-07-23;244.0
2025-07-24;139.0
2025-07-25;187.0
2025-07-26;138.0
2025-07-27;54.0
2025-07-28;273.0
2025-07-29;143.0
2025-07-30;202.0
2025-07-31;199.0
2025-08-01;212.0
2025-08-02;162.0
2025-08-03;44.0
2025-08-04;370.0
2025-08-05;147.0
2025-08-06;155.0
2025-08-07;114.0
2025-08-08;114.0
2025-08-09;171.0
2025-08-10;78.0
2025-08-11;223.0
2025-08-12;226.0
2025-08-13;181.0
2025-08-14;151.0
2025-08-15;164.0
2025-08-16;155.0
2025-08-17;81.0
2025-08-18;246.0
2025-08-19;195.0
2025-08-20;143.0
2025-08-21;131.0
2025-08-22;144.0
2025-08-23;161.0
2025-08-24;44.0
2025-08-25;282.0
2025-08-26;131.0
2025-08-27;109.0
2025-08-28;155.0
2025-08-29;228.0
2025-08-30;215.0
2025-08-31;88.0
2025-09-01;349.0
2025-09-02;174.0
2025-09-03;177.0
2025-09-04;178.0
2025-09-05;225.0
2025-09-06;189.0
2025-09-07;94.0
2025-09-08;296.0
2025-09-09;140.0
2025-09-10;200.0
2025-09-11;211.0
2025-09-12;198.0
2025-09-13;190.0
2025-09-14;74.0
2025-09-15;287.0
2025-09-16;119.0
2025-09-17;181.0
2025-09-18;135.0
2025-09-19;195.0
2025-09-20;142.0
2025-09-21;55.0
2025-09-22;238.0
2025-09-23;136.0
2025-09-24;136.0
2025-09-25;137.0
2025-09-26;199.0
2025-09-27;140.0
2025-09-28;81.0
2025-09-29;274.0
2025-09-30;92.0
2025-10-01;140.0
2025-10-02;155.0
2025-10-03;200.0
